Unnamed: 0,fromLibrary,toLibrary,fromGroupArtifact,toGroupArtifact,inDepSeq,dataConfirmed
2977,samskivert,mahout,com.samskivert:samskivert,org.apache.mahout:mahout-core,0,False
2978,samskivert,hppc,com.samskivert:samskivert,com.carrotsearch:hppc,0,False
2979,samskivert,guava,com.samskivert:samskivert,com.google.guava:guava,1,False
2980,samskivert,javolution,com.samskivert:samskivert,javolution:javolution,0,False
2981,samskivert,javolution,com.samskivert:samskivert,org.javolution:javolution,0,False
2982,samskivert,fastutil,com.samskivert:samskivert,fastutil:fastutil,0,False
2983,samskivert,fastutil,com.samskivert:samskivert,it.unimi.dsi:fastutil,0,False
2984,samskivert,commons-lang,com.samskivert:samskivert,org.apache.commons:commons-lang3,0,False
2985,samskivert,joda-time,com.samskivert:samskivert,joda-time:joda-time,0,False
2986,samskivert,commons-lang,com.samskivert:samskivert,commons-lang:commons-lang,0,False
2987,samskivert,commons-collections,com.samskivert:samskivert,org.apache.commons:commons-collections4,0,False
2988,samskivert,mahout,com.samskivert:samskivert,org.apache.mahout:mahout-math,0,False
2989,samskivert,high-scale-lib,com.samskivert:samskivert,com.boundary:high-scale-lib,0,False
2990,samskivert,colt,com.samskivert:samskivert,colt:colt,0,False
2991,saxon,stax-utils,net.sourceforge.saxon:saxon,net.java.dev.stax-utils:stax-utils,0,False
2992,saxon,dom4j,saxon:saxon,org.dom4j:dom4j,0,False
2993,saxon,dom4j,net.sf.saxon:saxon,org.dom4j:dom4j,0,False
2994,saxon,xml-writer,net.sourceforge.saxon:saxon,com.megginson.sax:xml-writer,0,False
2995,saxon,dom4j,saxon:saxon,dom4j:dom4j,0,False
2996,saxon,jdom,net.sourceforge.saxon:saxon,org.jdom:jdom,0,False
2997,saxon,xalan,net.sourceforge.saxon:saxon,xalan:xalan,0,False
2998,saxon,kxml2,net.sf.saxon:saxon,kxml2:kxml2,0,False
2999,saxon,xmltooling,saxon:saxon,org.opensaml:xmltooling,0,False
3000,saxon,jdom,saxon:saxon,jdom:jdom,0,False
3001,saxon,stax2-api,saxon:saxon,org.codehaus.woodstox:stax2-api,0,False
3002,saxon,kxml2,net.sourceforge.saxon:saxon,kxml2:kxml2,0,False
3003,saxon,wstx-asl,net.sf.saxon:saxon,org.codehaus.woodstox:wstx-asl,2,False
3004,saxon,nanoxml,net.sf.saxon:saxon,be.cyberelf.nanoxml:nanoxml,0,False
3005,saxon,stax2-api,net.sf.saxon:saxon,org.codehaus.woodstox:stax2-api,0,False
3006,saxon,xmltooling,net.sf.saxon:saxon,org.opensaml:xmltooling,1,False
3007,saxon,xom,saxon:saxon,xom:xom,0,False
3008,saxon,kxml2,net.sourceforge.saxon:saxon,net.sf.kxml:kxml2,0,False
3009,saxon,jdom,saxon:saxon,org.jdom:jdom2,0,False
3010,saxon,xalan,net.sf.saxon:saxon,xalan:xalan,18,False
3011,saxon,wstx-asl,saxon:saxon,woodstox:wstx-asl,0,False
3012,saxon,wstx-asl,net.sourceforge.saxon:saxon,woodstox:wstx-asl,0,False
3013,saxon,jdom,saxon:saxon,org.jdom:jdom,0,False
3014,saxon,jdom,net.sf.saxon:saxon,org.jdom:jdom2,4,False
3015,saxon,jaxen,saxon:saxon,jaxen:jaxen,1,False
3016,saxon,dom4j,net.sourceforge.saxon:saxon,org.dom4j:dom4j,0,False
3017,saxon,wstx-asl,net.sf.saxon:saxon,woodstox:wstx-asl,1,False
3018,saxon,simple-xml,net.sourceforge.saxon:saxon,org.simpleframework:simple-xml,0,False
3019,saxon,wstx-asl,saxon:saxon,org.codehaus.woodstox:wstx-asl,0,False
3020,saxon,simple-xml,saxon:saxon,org.simpleframework:simple-xml,0,False
3021,saxon,xmltooling,net.sourceforge.saxon:saxon,org.opensaml:xmltooling,0,False
3022,saxon,xmlParserAPIs,net.sourceforge.saxon:saxon,xerces:xmlParserAPIs,0,False
3023,saxon,kxml2,saxon:saxon,net.sf.kxml:kxml2,0,False
3024,saxon,jaxen,net.sourceforge.saxon:saxon,jaxen:jaxen,6,False
3025,saxon,xom,net.sf.saxon:saxon,xom:xom,2,False
3026,saxon,jaxen,net.sf.saxon:saxon,jaxen:jaxen,10,False
3027,saxon,nanoxml,saxon:saxon,be.cyberelf.nanoxml:nanoxml,0,False
3028,saxon,jdom,net.sourceforge.saxon:saxon,jdom:jdom,0,False
3029,saxon,xerces,net.sourceforge.saxon:saxon,xerces:xerces,0,False
3030,saxon,stax2-api,net.sourceforge.saxon:saxon,org.codehaus.woodstox:stax2-api,0,False
3031,saxon,stax-utils,saxon:saxon,net.java.dev.stax-utils:stax-utils,0,False
3032,saxon,xerces,net.sf.saxon:saxon,xerces:xercesImpl,27,False
3033,saxon,xalan,saxon:saxon,xalan:xalan,3,False
3034,saxon,wstx-asl,net.sourceforge.saxon:saxon,org.codehaus.woodstox:wstx-asl,0,False
3035,saxon,jdom,net.sf.saxon:saxon,jdom:jdom,1,False
3036,saxon,xmlParserAPIs,net.sourceforge.saxon:saxon,xml-apis:xmlParserAPIs,0,False
3037,saxon,xom,net.sourceforge.saxon:saxon,xom:xom,5,False
3038,saxon,nanoxml,net.sourceforge.saxon:saxon,be.cyberelf.nanoxml:nanoxml,0,False
3039,saxon,xerces,saxon:saxon,xerces:xercesImpl,3,False
3040,saxon,stax-utils,net.sf.saxon:saxon,net.java.dev.stax-utils:stax-utils,2,False
3041,saxon,xpp3,net.sourceforge.saxon:saxon,xpp3:xpp3,0,False
3042,saxon,xerces,saxon:saxon,xerces:xerces,0,False
3043,saxon,xml-writer,saxon:saxon,com.megginson.sax:xml-writer,0,False
3044,saxon,xmlParserAPIs,saxon:saxon,xml-apis:xmlParserAPIs,0,False
3045,saxon,kxml2,net.sf.saxon:saxon,net.sf.kxml:kxml2,0,False
3046,saxon,xmlParserAPIs,saxon:saxon,xerces:xmlParserAPIs,1,False
3047,saxon,dom4j,net.sf.saxon:saxon,dom4j:dom4j,6,False
3048,saxon,dom4j,net.sourceforge.saxon:saxon,dom4j:dom4j,0,False
3049,saxon,xerces,net.sf.saxon:saxon,xerces:xerces,0,False
3050,saxon,jdom,net.sourceforge.saxon:saxon,org.jdom:jdom2,0,False
3051,saxon,xpp3,net.sourceforge.saxon:saxon,org.ogce:xpp3,0,False
3052,saxon,xpp3,net.sf.saxon:saxon,org.ogce:xpp3,0,False
3053,saxon,xml-writer,net.sf.saxon:saxon,com.megginson.sax:xml-writer,0,False
3054,saxon,xpp3,saxon:saxon,xpp3:xpp3,0,False
3055,saxon,xpp3,net.sf.saxon:saxon,xpp3:xpp3,0,False
3056,saxon,xpp3,saxon:saxon,org.ogce:xpp3,0,False
3057,saxon,kxml2,saxon:saxon,kxml2:kxml2,0,False
3058,saxon,simple-xml,net.sf.saxon:saxon,org.simpleframework:simple-xml,0,False
3059,saxon,xerces,net.sourceforge.saxon:saxon,xerces:xercesImpl,11,False
3060,saxon,xmlParserAPIs,net.sf.saxon:saxon,xml-apis:xmlParserAPIs,0,False
3061,saxon,xmlParserAPIs,net.sf.saxon:saxon,xerces:xmlParserAPIs,2,False
3062,saxon,jdom,net.sf.saxon:saxon,org.jdom:jdom,2,False
3063,scannotation,reflectasm,net.sf.scannotation:scannotation,com.esotericsoftware:reflectasm,0,False
3064,scannotation,groovy,net.sf.scannotation:scannotation,org.codehaus.groovy:groovy,0,False
3065,scannotation,guice,net.sf.scannotation:scannotation,org.sonatype.sisu:sisu-guice,0,False
3066,scannotation,groovy,org.scannotation:scannotation,groovy:groovy-all,0,False
3067,scannotation,groovy,net.sf.scannotation:scannotation,org.codehaus.groovy:groovy-all,3,False
3068,scannotation,reflectasm,org.scannotation:scannotation,com.esotericsoftware.reflectasm:reflectasm,0,False
3069,scannotation,groovy,net.sf.scannotation:scannotation,groovy:groovy,0,False
3070,scannotation,objenesis,org.scannotation:scannotation,org.objenesis:objenesis,4,False
3071,scannotation,iogi,org.scannotation:scannotation,br.com.caelum:iogi,0,False
3072,scannotation,reflectasm,org.scannotation:scannotation,com.esotericsoftware:reflectasm,0,False
3073,scannotation,groovy,org.scannotation:scannotation,org.codehaus.groovy:groovy-all,45,False
3074,scannotation,guice,org.scannotation:scannotation,com.google.inject:guice,4,False
3075,scannotation,groovy,org.scannotation:scannotation,groovy:groovy,0,False
3076,scannotation,guice,org.scannotation:scannotation,org.sonatype.sisu:sisu-guice,0,False
3077,scannotation,reflections,net.sf.scannotation:scannotation,org.reflections:reflections,0,False
3078,scannotation,reflectasm,net.sf.scannotation:scannotation,com.esotericsoftware.reflectasm:reflectasm,0,False
3079,scannotation,objenesis,net.sf.scannotation:scannotation,org.objenesis:objenesis,0,False
3080,scannotation,iogi,net.sf.scannotation:scannotation,br.com.caelum:iogi,0,False
3081,scannotation,groovy,org.scannotation:scannotation,org.codehaus.groovy:groovy,2,False
3082,scannotation,groovy,net.sf.scannotation:scannotation,groovy:groovy-all,0,False
3083,scannotation,guice,net.sf.scannotation:scannotation,com.google.inject:guice,2,False
3084,scannotation,reflections,org.scannotation:scannotation,org.reflections:reflections,4,False
3085,scribe,httpclient,org.scribe:scribe,org.apache.httpcomponents:httpclient,6,False
3086,scribe,httpclient,org.scribe:scribe,org.apache.httpcomponents:httpmime,0,False
3087,scribe,httpcore,org.scribe:scribe,org.apache.httpcomponents:httpcore,1,False
3088,scribe,signpost,org.scribe:scribe,oauth.signpost:signpost-core,1,False
3089,scribe,commons-httpclient,org.scribe:scribe,commons-httpclient:commons-httpclient,0,False
3090,selenium,httpunit,org.seleniumhq.selenium:selenium-server,httpunit:httpunit,0,False
3091,selenium,httpunit,org.seleniumhq.selenium:selenium-server,org.httpunit:httpunit,0,False
3092,selenium,httpunit,org.seleniumhq.selenium:selenium-server,net.sourceforge.jwebunit:jwebunit,0,False
3093,selenium,jwebunit,org.seleniumhq.selenium:selenium-api,jwebunit:jwebunit,0,False
3094,selenium,httpunit,org.seleniumhq.selenium:selenium-api,org.httpunit:httpunit,20,False
3095,selenium,jwebunit,org.seleniumhq.selenium:selenium-java,jwebunit:jwebunit,0,False
3096,selenium,httpunit,org.seleniumhq.selenium:selenium-java,org.httpunit:httpunit,0,False
3097,selenium,httpunit,org.seleniumhq.selenium:selenium-api,net.sourceforge.jwebunit:jwebunit,0,False
3098,selenium,httpunit,org.seleniumhq.selenium:selenium-api,httpunit:httpunit,2,False
3099,selenium,jwebunit,org.seleniumhq.selenium:selenium-server,jwebunit:jwebunit,0,False
3100,selenium,httpunit,org.seleniumhq.selenium:selenium-java,httpunit:httpunit,1,False
3101,selenium,httpunit,org.seleniumhq.selenium:selenium-java,net.sourceforge.jwebunit:jwebunit,0,False
3102,shrinkwrap,compress-lzf,org.jboss.shrinkwrap:shrinkwrap-api,com.ning:compress-lzf,1,False
3103,shrinkwrap,commons-compress,org.jboss.shrinkwrap:shrinkwrap-api,org.apache.commons:commons-compress,4,False
3104,shrinkwrap,jzlib,org.jboss.shrinkwrap:shrinkwrap-api,com.jcraft:jzlib,0,False
3105,signpost,httpcore,oauth.signpost:signpost-core,org.apache.httpcomponents:httpcore,8,False
3106,signpost,httpclient,oauth.signpost:signpost-core,org.apache.httpcomponents:httpclient,9,False
3107,signpost,scribe,oauth.signpost:signpost-core,org.scribe:scribe,1,False
3108,signpost,httpclient,oauth.signpost:signpost-core,org.apache.httpcomponents:httpmime,3,True
3109,signpost,commons-httpclient,oauth.signpost:signpost-core,commons-httpclient:commons-httpclient,5,False
3110,simple-xml,nanoxml,org.simpleframework:simple-xml,be.cyberelf.nanoxml:nanoxml,0,False
3111,simple-xml,jdom,org.simpleframework:simple-xml,jdom:jdom,0,False
3112,simple-xml,xmlParserAPIs,org.simpleframework:simple-xml,xerces:xmlParserAPIs,0,False
3113,simple-xml,dom4j,org.simpleframework:simple-xml,org.dom4j:dom4j,1,False
3114,simple-xml,stax2-api,org.simpleframework:simple-xml,org.codehaus.woodstox:stax2-api,0,False
3115,simple-xml,wstx-asl,org.simpleframework:simple-xml,org.codehaus.woodstox:wstx-asl,0,False
3116,simple-xml,xml-writer,org.simpleframework:simple-xml,com.megginson.sax:xml-writer,0,False
3117,simple-xml,dom4j,org.simpleframework:simple-xml,dom4j:dom4j,3,False
3118,simple-xml,saxon,org.simpleframework:simple-xml,net.sf.saxon:saxon,1,False
3119,simple-xml,xmlParserAPIs,org.simpleframework:simple-xml,xml-apis:xmlParserAPIs,0,False
3120,simple-xml,xpp3,org.simpleframework:simple-xml,org.ogce:xpp3,0,False
3121,simple-xml,jdom,org.simpleframework:simple-xml,org.jdom:jdom,1,False
3122,simple-xml,wstx-asl,org.simpleframework:simple-xml,woodstox:wstx-asl,0,False
3123,simple-xml,kxml2,org.simpleframework:simple-xml,net.sf.kxml:kxml2,0,False
3124,simple-xml,xmltooling,org.simpleframework:simple-xml,org.opensaml:xmltooling,0,False
3125,simple-xml,xpp3,org.simpleframework:simple-xml,xpp3:xpp3,5,False
3126,simple-xml,saxon,org.simpleframework:simple-xml,saxon:saxon,0,False
3127,simple-xml,xerces,org.simpleframework:simple-xml,xerces:xercesImpl,2,False
3128,simple-xml,jdom,org.simpleframework:simple-xml,org.jdom:jdom2,0,False
3129,simple-xml,saxon,org.simpleframework:simple-xml,net.sourceforge.saxon:saxon,0,False
3130,simple-xml,xerces,org.simpleframework:simple-xml,xerces:xerces,0,False
3131,simple-xml,xalan,org.simpleframework:simple-xml,xalan:xalan,2,False
3132,simple-xml,kxml2,org.simpleframework:simple-xml,kxml2:kxml2,0,False
3133,simple-xml,jaxen,org.simpleframework:simple-xml,jaxen:jaxen,1,False
3134,simple-xml,xom,org.simpleframework:simple-xml,xom:xom,1,False
3135,simple-xml,stax-utils,org.simpleframework:simple-xml,net.java.dev.stax-utils:stax-utils,0,False
3136,slf4j,log4j,org.slf4j:slf4j-site,log4j:log4j,0,False
3137,slf4j,logback,org.slf4j:slf4j-ext,ch.qos.logback:logback-classic,88,False
3138,slf4j,commons-logging,org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-slf4j-impl,874,True
3139,slf4j,logback,org.slf4j:slf4j-android,ch.qos.logback:logback-core,0,False
3140,slf4j,logback,org.slf4j:slf4j-api,ch.qos.logback:logback-core,344,False
3141,slf4j,commons-logging,org.slf4j:slf4j-jdk14,org.apache.logging.log4j:log4j-slf4j-impl,76,True
3142,slf4j,log4j,org.slf4j:slf4j-api,org.apache.logging.log4j:log4j-api,414,True
3143,slf4j,commons-logging,org.slf4j:slf4j-simple,commons-logging:commons-logging-api,7,False
3144,slf4j,commons-logging,org.slf4j:log4j-over-slf4j,commons-logging:commons-logging,98,True
3145,slf4j,commons-logging,org.slf4j:slf4j-ext,commons-logging:commons-logging,8,False
3146,slf4j,logback,org.slf4j:slf4j-simple,ch.qos.logback:logback-core,108,True
3147,slf4j,log4j,org.slf4j:slf4j-nop,org.apache.logging.log4j:log4j-core,29,False
3148,slf4j,commons-logging,org.slf4j:slf4j-nop,commons-logging:commons-logging,36,False
3149,slf4j,logback,org.slf4j:slf4j-android,ch.qos.logback:logback-classic,1,False
3150,slf4j,commons-logging,org.slf4j:slf4j-android,org.apache.logging.log4j:log4j-slf4j-impl,0,False
3151,slf4j,log4j,org.slf4j:slf4j-site,org.apache.logging.log4j:log4j-api,0,False
3152,slf4j,log4j,org.slf4j:slf4j-jdk14,org.apache.logging.log4j:log4j-api,75,True
3153,slf4j,commons-logging,org.slf4j:slf4j-jcl,commons-logging:commons-logging,45,False
3154,slf4j,commons-logging,org.slf4j:slf4j-jcl,org.apache.logging.log4j:log4j-slf4j-impl,9,True
3155,slf4j,logback,org.slf4j:jcl-over-slf4j,ch.qos.logback:logback-core,199,True
3156,slf4j,logback,org.slf4j:slf4j-jdk14,ch.qos.logback:logback-classic,109,True
3157,slf4j,log4j,org.slf4j:slf4j-jdk14,log4j:log4j,59,True
3158,slf4j,log4j,org.slf4j:slf4j-jcl,org.apache.logging.log4j:log4j-core,11,False
3159,slf4j,log4j,org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-api,848,True
3160,slf4j,log4j,org.slf4j:slf4j-android,org.apache.logging.log4j:log4j-core,0,False
3161,slf4j,logback,org.slf4j:slf4j-log4j12,ch.qos.logback:logback-classic,700,True
3162,slf4j,log4j,org.slf4j:log4j-over-slf4j,org.apache.logging.log4j:log4j-core,97,True
3163,slf4j,commons-logging,org.slf4j:slf4j-api,org.apache.logging.log4j:log4j-slf4j-impl,295,True
3164,slf4j,commons-logging,org.slf4j:slf4j-site,commons-logging:commons-logging,0,False
3165,slf4j,commons-logging,org.slf4j:slf4j-ext,commons-logging:commons-logging-api,0,False
3166,slf4j,commons-logging,org.slf4j:log4j-over-slf4j,commons-logging:commons-logging-api,5,False
3167,slf4j,log4j,org.slf4j:slf4j-ext,org.apache.logging.log4j:log4j-core,2,False
3168,slf4j,log4j,org.slf4j:jcl-over-slf4j,log4j:log4j,384,True
3169,slf4j,log4j,org.slf4j:jcl-over-slf4j,org.apache.logging.log4j:log4j-api,139,True
3170,slf4j,log4j,org.slf4j:slf4j-ext,org.apache.logging.log4j:log4j-api,1,False
3171,slf4j,log4j,org.slf4j:slf4j-nop,log4j:log4j,49,False
3172,slf4j,log4j,org.slf4j:slf4j-simple,log4j:log4j,209,True
3173,slf4j,commons-logging,org.slf4j:slf4j-api,commons-logging:commons-logging,621,True
3174,slf4j,commons-logging,org.slf4j:slf4j-site,org.apache.logging.log4j:log4j-slf4j-impl,0,False
3175,slf4j,commons-logging,org.slf4j:jcl-over-slf4j,commons-logging:commons-logging,349,False
3176,slf4j,commons-logging,org.slf4j:slf4j-jdk14,commons-logging:commons-logging-api,1,False
3177,slf4j,log4j,org.slf4j:slf4j-site,org.apache.logging.log4j:log4j-core,0,False
3178,slf4j,logback,org.slf4j:slf4j-jcl,ch.qos.logback:logback-classic,26,True
3179,slf4j,logback,org.slf4j:slf4j-nop,ch.qos.logback:logback-classic,31,True
3180,slf4j,commons-logging,org.slf4j:slf4j-api,commons-logging:commons-logging-api,22,False
3181,slf4j,commons-logging,org.slf4j:jcl-over-slf4j,org.apache.logging.log4j:log4j-slf4j-impl,141,True
3182,slf4j,logback,org.slf4j:log4j-over-slf4j,ch.qos.logback:logback-classic,308,True
3183,slf4j,commons-logging,org.slf4j:slf4j-log4j12,commons-logging:commons-logging-api,35,False
3184,slf4j,commons-logging,org.slf4j:slf4j-jdk14,commons-logging:commons-logging,93,False
3185,slf4j,logback,org.slf4j:slf4j-site,ch.qos.logback:logback-core,0,False
3186,slf4j,commons-logging,org.slf4j:jcl-over-slf4j,commons-logging:commons-logging-api,1,False
3187,slf4j,commons-logging,org.slf4j:slf4j-android,commons-logging:commons-logging,3,False
3188,slf4j,logback,org.slf4j:jcl-over-slf4j,ch.qos.logback:logback-classic,553,True
3189,slf4j,logback,org.slf4j:slf4j-jdk14,ch.qos.logback:logback-core,92,True
3190,slf4j,commons-logging,org.slf4j:slf4j-nop,commons-logging:commons-logging-api,1,False
3191,slf4j,log4j,org.slf4j:slf4j-jcl,org.apache.logging.log4j:log4j-api,9,False
3192,slf4j,commons-logging,org.slf4j:slf4j-simple,commons-logging:commons-logging,103,True
3193,slf4j,commons-logging,org.slf4j:slf4j-nop,org.apache.logging.log4j:log4j-slf4j-impl,17,False
3194,slf4j,log4j,org.slf4j:slf4j-api,log4j:log4j,1047,True
3195,slf4j,logback,org.slf4j:slf4j-log4j12,ch.qos.logback:logback-core,285,True
3196,slf4j,logback,org.slf4j:log4j-over-slf4j,ch.qos.logback:logback-core,168,False
3197,slf4j,logback,org.slf4j:slf4j-nop,ch.qos.logback:logback-core,6,False
3198,slf4j,log4j,org.slf4j:slf4j-android,org.apache.logging.log4j:log4j-api,0,False
3199,slf4j,log4j,org.slf4j:slf4j-nop,org.apache.logging.log4j:log4j-api,29,True
3200,slf4j,commons-logging,org.slf4j:slf4j-ext,org.apache.logging.log4j:log4j-slf4j-impl,3,False
3201,slf4j,log4j,org.slf4j:jcl-over-slf4j,org.apache.logging.log4j:log4j-core,155,True
3202,slf4j,commons-logging,org.slf4j:slf4j-site,commons-logging:commons-logging-api,0,False
3203,slf4j,commons-logging,org.slf4j:slf4j-android,commons-logging:commons-logging-api,0,False
3204,slf4j,log4j,org.slf4j:slf4j-android,log4j:log4j,0,False
3205,slf4j,log4j,org.slf4j:log4j-over-slf4j,log4j:log4j,75,True
3206,slf4j,logback,org.slf4j:slf4j-site,ch.qos.logback:logback-classic,0,False
3207,slf4j,commons-logging,org.slf4j:slf4j-jcl,commons-logging:commons-logging-api,10,False
3208,slf4j,log4j,org.slf4j:slf4j-jdk14,org.apache.logging.log4j:log4j-core,69,True
3209,slf4j,log4j,org.slf4j:slf4j-simple,org.apache.logging.log4j:log4j-core,60,True
3210,slf4j,logback,org.slf4j:slf4j-jcl,ch.qos.logback:logback-core,3,False
3211,slf4j,log4j,org.slf4j:slf4j-simple,org.apache.logging.log4j:log4j-api,55,True
3212,slf4j,log4j,org.slf4j:slf4j-log4j12,log4j:log4j,1641,True
3213,slf4j,logback,org.slf4j:slf4j-api,ch.qos.logback:logback-classic,868,True
3214,slf4j,logback,org.slf4j:slf4j-ext,ch.qos.logback:logback-core,19,False
3215,slf4j,commons-logging,org.slf4j:slf4j-simple,org.apache.logging.log4j:log4j-slf4j-impl,68,True
3216,slf4j,commons-logging,org.slf4j:log4j-over-slf4j,org.apache.logging.log4j:log4j-slf4j-impl,88,True
3217,slf4j,commons-logging,org.slf4j:slf4j-log4j12,commons-logging:commons-logging,488,True
3218,slf4j,log4j,org.slf4j:slf4j-log4j12,org.apache.logging.log4j:log4j-core,942,True
3219,slf4j,log4j,org.slf4j:slf4j-ext,log4j:log4j,39,False
3220,slf4j,logback,org.slf4j:slf4j-simple,ch.qos.logback:logback-classic,291,True
3221,slf4j,log4j,org.slf4j:slf4j-jcl,log4j:log4j,36,False
3222,slf4j,log4j,org.slf4j:slf4j-api,org.apache.logging.log4j:log4j-core,417,True
3223,slf4j,log4j,org.slf4j:log4j-over-slf4j,org.apache.logging.log4j:log4j-api,79,True
3224,slick,lwjgl,org.slick2d:slick2d-core,org.lwjgl.lwjgl:lwjgl,0,False
3225,slick,lwjgl,org.slick2d:slick2d-core,org.lwjgl:lwjgl,0,False
3226,slick,jbullet,org.slick2d:slick2d-core,cz.advel.jbullet:jbullet,0,False
3227,snakeyaml,jyaml,org.yaml:snakeyaml,org.jyaml:jyaml,2,False
3228,solder,deltaspike,org.jboss.solder:solder-api,org.apache.deltaspike.core:deltaspike-core-impl,0,False
3229,solder,deltaspike,org.jboss.solder:solder-api,org.apache.deltaspike.core:deltaspike-core-api,0,False
3230,solr,elasticsearch,org.apache.solr:solr,org.elasticsearch:elasticsearch-core,0,False
3231,solr,lucene,org.apache.solr:solr,org.apache.lucene:lucene-core,0,False
3232,solr,elasticsearch,org.apache.solr:solr,org.elasticsearch:elasticsearch,0,False
3233,speed4j,perf4j,com.ecyrd.speed4j:speed4j,org.perf4j:perf4j,0,False
3234,sqlite-jdbc,h2,org.wisdom-framework:sqlite-jdbc,com.h2database:h2,0,False
3235,sqlite-jdbc,cassandra,org.wisdom-framework:sqlite-jdbc,org.apache.cassandra:cassandra-all,0,False
3236,sqlite-jdbc,hsqldb,org.wisdom-framework:sqlite-jdbc,org.hsqldb:hsqldb,0,False
3237,sqlite-jdbc,cassandra,org.xerial:sqlite-jdbc,com.datastax.cassandra:cassandra-driver-core,1,False
3238,sqlite-jdbc,cassandra,org.xerial:sqlite-jdbc,org.apache.cassandra:cassandra-all,4,False
3239,sqlite-jdbc,postgresql,org.xerial:sqlite-jdbc,org.postgresql:postgresql,29,True
3240,sqlite-jdbc,derby,org.wisdom-framework:sqlite-jdbc,org.apache.derby:derbyclient,0,False
3241,sqlite-jdbc,hsqldb,org.wisdom-framework:sqlite-jdbc,hsqldb:hsqldb,0,False
3242,sqlite-jdbc,neo4j,org.wisdom-framework:sqlite-jdbc,org.neo4j:neo4j,0,False
3243,sqlite-jdbc,hazelcast,org.wisdom-framework:sqlite-jdbc,com.hazelcast:hazelcast,0,False
3244,sqlite-jdbc,hazelcast,org.wisdom-framework:sqlite-jdbc,com.hazelcast:hazelcast-client,0,False
3245,sqlite-jdbc,neo4j,org.xerial:sqlite-jdbc,org.neo4j:neo4j,0,False
3246,sqlite-jdbc,infinispan,org.wisdom-framework:sqlite-jdbc,org.infinispan:infinispan-core,0,False
3247,sqlite-jdbc,infinispan,org.xerial:sqlite-jdbc,org.infinispan:infinispan-core,14,False
3248,sqlite-jdbc,cassandra,org.wisdom-framework:sqlite-jdbc,com.datastax.cassandra:cassandra-driver-core,0,False
3249,sqlite-jdbc,hbase,org.wisdom-framework:sqlite-jdbc,org.apache.hbase:hbase,0,False
3250,sqlite-jdbc,hbase,org.xerial:sqlite-jdbc,org.apache.hbase:hbase,2,False
3251,sqlite-jdbc,derby,org.xerial:sqlite-jdbc,org.apache.derby:derbyclient,5,False
3252,sqlite-jdbc,postgresql,org.wisdom-framework:sqlite-jdbc,postgresql:postgresql,0,False
3253,sqlite-jdbc,derby,org.wisdom-framework:sqlite-jdbc,org.apache.derby:derby,0,False
3254,sqlite-jdbc,postgresql,org.wisdom-framework:sqlite-jdbc,org.postgresql:postgresql,0,False
3255,sqlite-jdbc,hbase,org.xerial:sqlite-jdbc,org.apache.hbase:hbase-client,7,False
3256,sqlite-jdbc,mongo-java-driver,org.xerial:sqlite-jdbc,org.mongodb:mongo-java-driver,13,False
3257,sqlite-jdbc,h2,org.xerial:sqlite-jdbc,com.h2database:h2,50,True
3258,sqlite-jdbc,postgresql,org.xerial:sqlite-jdbc,postgresql:postgresql,28,False
3259,sqlite-jdbc,mongo-java-driver,org.wisdom-framework:sqlite-jdbc,org.mongodb:mongo-java-driver,0,False
3260,sqlite-jdbc,hbase,org.wisdom-framework:sqlite-jdbc,org.apache.hbase:hbase-server,0,False
3261,sqlite-jdbc,hazelcast,org.xerial:sqlite-jdbc,com.hazelcast:hazelcast-client,2,False
3262,sqlite-jdbc,hsqldb,org.xerial:sqlite-jdbc,hsqldb:hsqldb,0,False
3263,sqlite-jdbc,derby,org.xerial:sqlite-jdbc,org.apache.derby:derby,24,False
3264,sqlite-jdbc,hbase,org.xerial:sqlite-jdbc,org.apache.hbase:hbase-server,4,False
3265,sqlite-jdbc,sqljet,org.wisdom-framework:sqlite-jdbc,org.tmatesoft.sqljet:sqljet,0,False
3266,sqlite-jdbc,sqljet,org.xerial:sqlite-jdbc,org.tmatesoft.sqljet:sqljet,0,False
3267,sqlite-jdbc,hbase,org.wisdom-framework:sqlite-jdbc,org.apache.hbase:hbase-client,0,False
3268,sqlite-jdbc,hsqldb,org.xerial:sqlite-jdbc,org.hsqldb:hsqldb,35,False
3269,sqlite-jdbc,hazelcast,org.xerial:sqlite-jdbc,com.hazelcast:hazelcast,1,False
3270,sqljet,hsqldb,org.tmatesoft.sqljet:sqljet,org.hsqldb:hsqldb,0,False
3271,sqljet,mongo-java-driver,org.tmatesoft.sqljet:sqljet,org.mongodb:mongo-java-driver,0,False
3272,sqljet,derby,org.tmatesoft.sqljet:sqljet,org.apache.derby:derby,0,False
3273,sqljet,cassandra,org.tmatesoft.sqljet:sqljet,org.apache.cassandra:cassandra-all,0,False
3274,sqljet,derby,org.tmatesoft.sqljet:sqljet,org.apache.derby:derbyclient,0,False
3275,sqljet,neo4j,org.tmatesoft.sqljet:sqljet,org.neo4j:neo4j,0,False
3276,sqljet,hbase,org.tmatesoft.sqljet:sqljet,org.apache.hbase:hbase,0,False
3277,sqljet,hsqldb,org.tmatesoft.sqljet:sqljet,hsqldb:hsqldb,0,False
3278,sqljet,sqlite-jdbc,org.tmatesoft.sqljet:sqljet,org.xerial:sqlite-jdbc,1,False
